name,tags,alcohol,id,brewery_id,brewery_Name,image,Total Quantity,Remaining Quantity,Price
Liter van Pallieter,triple,8,982,16,Microbrewery Achilles,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Pandreitje,dark blonde,7,1173,190,Brouwerij De Regenboog,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Antiek Super 5 Blond,blonde,5,72,183,Brouwerij Deca,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Campus Gold,blonde,6.2,321,271,Brouwerij Huyghe,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Vieux Bruges Peche,fruit beer,3.5,1627,106,Brouwerij Van Honsebrouck,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Augrenoise,cloudy blonde,6.5,94,235,Brouwerij Augrenoise,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Abdis Bruin,brown,6.5,27,317,Brouwerij Riva,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Beer for Life,blonde,6.5,124,31,Brouwerij Dilewyns,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Klooster van Viven,brown,6.6,843,263,De Proefbrouwerij for Beerdevelopment Viven,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Gordon Finest Chrome,high fermentation,10.5,641,91,Group John Martin,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
La Binchoise Organic’ Brune,"high fermentation, organic",7,872,120,Brasserie La Binchoise,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
L'Enfant Terrible,"high fermentation, oak aged",7,960,201,Brouwerij De Dochter van de Korenaar,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Ceci n'est pas une saison,saison,6.5,343,96,t Hofbrouwerijke,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Bière de Miel Bio,"organic, honey",8,172,130,Brasserie Dupont,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Ignis & Flamma,IPA,7,754,154,De Struise Brouwers by Brouwerij Deca,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Cuvée Freddy,stout,10,422,63,Brouwerij Alvinne,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Boskeun,light blonde,7,256,300,De Dolle Brouwers,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Romy Pils,pils,5.1,1291,291,Brouwerij Roman,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Suma Pils,label beer,5,1466,257,Brouwerij Het Sas,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
VI Wheat,"high fermentation, wheat",6,5,13,Brasserie de Jandrain-Jandrenouille,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Aarschotse Bruine,brown,6,7,288,Stadsbrouwerij Aarschot,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Vedett Extra ordinary IPA,blonde,6,1614,3,Brouwerij Duvel Moortgat,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Gribousine Hiver,winter,8.5,668,204,Brasserie La Binchoise (for Brasserie de Malonne),https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Katje Special,"high fermentation, ale",6,815,257,Brouwerij Het Sas,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Wintersnood,winter,6.4,1687,121,‘t Hofbrouwerijke for De Verhuisbrouwerij,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Ghulden Cop,dark blonde,6,628,34,Brouwerij De Graal,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Gigi speciale,table beer,2.5,629,261,Brasserie Gigi,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Alfri,NA pils,0.5,52,291,Brouwerij Roman,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Brussels Kriek,fruit beer,5,293,241,Brouwerij Van Steenberge,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Dobbel Palm,high fermentation,6,491,302,Brouwerij Palm,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Caulier 28 Pale Ale,blonde,5,336,259,De Proefbrouwerij for Caulier Developpement,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Hofblues,stout,5.5,726,96,t Hofbrouwerijke,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
La Troufette Brune,"high fermentation, winter",6.8,929,222,Brasserie de Bastogne,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Karlsquell,pils,4.6,802,284,Brouwerij Martens,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Hector,"high fermentation, triple",8.2,701,34,Brouwerij De Graal,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Hertalse Poorter,"high fermentation, blonde",6.5,708,49,Brouwerij Slaghmuylder,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Tongerlo Winterbier,"high fermentation, abbey",7,1536,47,Brouwerij Haacht,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Caulier 28 Brett,"versneden, amber",7.5,335,259,De Proefbrouwerij for Caulier Developpement,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Westmalle Tripel,trappist,9.5,1666,97,Brouwerij Westmalle,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Export 8,pils,4.7,543,47,Brouwerij Haacht,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Agrumbocq,"high fermentation, white, fruit beer",3.1,48,210,Brasserie du Bocq,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Keizer Karel Goud Blond,blonde,8.5,820,47,Brouwerij Haacht,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Bush Amber Tripel,"triple, amber",12,309,74,Brouwerij Dubuisson,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Mariënrode Double,brown,8,1024,145,Brouwerij Anders for Halen Breweries,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Hik Bruin,high fermentation,6.5,712,299,Brouwerij Het Alternatief by Brouwerij De Graal,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Lamme Goedzak,high fermentation,7,940,318,De Scheldebrouwerij,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Kwets,blonde wheat,6.8,865,294,Brouwerij Van Steenberge for Microbrewery Paeleman commissioned by Kwets vzw,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Chapeau Exotic (ananas),"fruit beer, lambic",3.5,357,303,Brouwerij De Troch,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Gentse Strop,blonde,6.9,618,291,Brouwerij Roman,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Snoek Blond,high fermentation,7.5,1386,59,Brouwerij Bavik for “Mout- en Brouwhuis De Snoek”,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Bavik Premium Pils,pils,5.2,122,81,Brouwerij Bavik,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Poperings Nunnebier,high fermentation,7.2,1243,64,Brouwerij Verhaeghe,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Straffe Winter,geuze,8,1458,285,Geuzestekerij 3 fonteinen,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Slaapmutske Dry Hopped Lager,"low fermentation, dortmunder",5.3,1373,9,De Proefbrouwerij for Brouwerij Slaapmutske,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Abdij van Roosenberg Dubbel,double,7,29,241,Brouwerij Van Steenberge,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Bokrijks,"blonde, abbey",7.2,241,8,Brouwerij du Bocq,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Mort Subite Gueuze,geuze,4.5,1066,358,Alken-Maes (Heineken),https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Vichtenaar,red browne ale,5.1,1621,64,Brouwerij Verhaeghe,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Floris Passion,fruit beer,3.6,584,271,Brouwerij Huyghe,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Jupiler,pils,5.2,783,1,Brasserie Piedboeuf (AB InBev),https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Goliath Blonde,"high fermentation, blonde",5.5,635,100,Brasserie des Légendes,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Goliath Triple,"high fermentation, triple",9,636,100,Brasserie des Légendes,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Kerkomse Tripel,triple,9,828,67,Brouwerij Kerkom by Brouwerij Sint-Jozef,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Double Bie,brown,6.5,498,220,Brouwerij De Bie,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
La Guillotine,strong blonde,8.5,897,271,Brouwerij Huyghe,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Zeven Zonden Luxuria,high fermentation,8.5,1715,266,Brouwerij Gulden Spoor for bierfirma Hugel,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Redbocq,fruit beer,3.1,1268,70,Brasserie Du Bocq,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Queueu de Charrue Brune,old brown,5.4,1256,254,Brouwerij Verhaeghe Vichte commissioned by Brouwerij Vanuxeem,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Faro Girardin,faro,5,551,175,Brouwerij Girardin,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Belgoo Bio Blond,organic,6.4,137,307,Brouwerij Belgoobeer by Brasserie La Binchoise,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Corsendonk Pater,"red brown, double",7.5,392,252,Brouwerij du Bocq for Corsendonk nv,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Elliot Brew,imperial IPA,9,529,154,De Struise Brouwers by Brouwerij Deca,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Gouyasse Triple,triple,9,662,198,Brasserie des Géants,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Grisette Ambrée,amber,5,677,319,Brasserie St-Feuillien,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Florilège de Pensée,"fruit beer, flower beer",9,571,66,Brasserie d'Ecaussinnes,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Florilège de Rose,"fruit beer, flower beer",9,572,66,Brasserie d'Ecaussinnes,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Leute Bokbier,"red brown, high fermentation",7.5,963,241,Brouwerij Van Steenberge,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Troubadour Imperial Stout,imperial stout,9,1566,75,De Proefbrouwerij for Brouwerij The Musketeers,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
t Gaverhopke Kriek,"high fermentation, fruit beer",6.8,1481,79,Brouwerij 't Gaverhopke,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Mariënrode Triple,triple,9.1,1026,145,Brouwerij Anders for Halen Breweries,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
La Rulles La Grande 10,"high fermentation, belgian strong pale ale",10,918,144,Brasserie Artisanale de Rulles,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
La Rulles Triple,"high fermentation, triple",8.4,919,144,Brasserie Artisanale de Rulles,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Nivoo,triple,7,1107,4,Brouwerij Anders for GIBRIT,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Gordon Finest Red,"high fermentation, rood",8.4,645,91,Group John Martin,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Hoegaarden Grand Cru,high fermentation,8.5,718,109,Brouwerij De Kluis (AB InBev),https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Valeir Divers,"high fermentation, triple",8.5,1604,310,Brouwerij Contreras,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Blondine IPA,IPA,8,226,25,Brouwerij De Graal for Hopduvel Gent,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Bock Leroy,table beer,1.8,227,257,Brouwerij Het Sas,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Boerinneken,"high fermentation, blonde",9.5,232,230,De Proefbrouwerij for Verstraeten H&S,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
La Chérie,fruit beer,5,887,306,Brasserie Val de Sambre,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
La Chèvenis,high fermentation,6,888,224,Brasserie de Bouillon,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Mater Witbier,wheat,5,1032,291,Brouwerij Roman,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Noblesse,"high fermentation, blonde",5.5,1108,201,Brouwerij De Dochter van de Korenaar,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Slaapmutske Bruin,"high fermentation, brown",6,1368,9,De Proefbrouwerij for Brouwerij Slaapmutske,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Slaapmutske Bio Tripel,"organic, triple , gold blonde",8,1369,9,De Proefbrouwerij for Brouwerij Slaapmutske,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Bush 7,amber,7.5,316,74,Brouwerij Dubuisson,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Ducassis,fruit beer,3,515,100,Brasserie des Légendes,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Affligem Patersvat,"abbey, double hopped",6.8,46,19,Affligem Brewery (Heineken),https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Tournée Générale,belgian special,6.5,1544,3,Brouwerij Duvel Moortgat,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
La Rulles Blonde,high fermentation,7,914,144,Brasserie Artisanale de Rulles,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
La Spéciale Fêtes,winter,8.5,925,224,Brasserie de Bouillon,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Peter Benoit,label beer,5,1199,257,Brouwerij Het Sas,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Jupiler Blue,"low fermentation, pils",3.3,784,1,Brasserie Piedboeuf (AB InBev),https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Gruut Inferno,gold,9,688,26,Stadsbrouwerij Gruut,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Ultra Fraîche,light blonde,3.5,1585,66,Brasserie d'Ecaussinnes,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
El Toro,"high fermentation, IPA",6.5,530,310,Brouwerij Contreras,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
t Gaverhopke Kerstbier,"high fermentation, christmas",6.8,1480,79,Brouwerij 't Gaverhopke,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Bière du Mont Saint-Aubert,blonde,8,175,349,Brasserie de Brunehaut,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Belgian Angel Stout,stout,5.2,130,78,Brasserie Brootcoorens,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Hof ten Dormaal Blond,high fermentation,8,724,163,Brouwerij Hof ten Dormaal,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
St. Louis Gueuze,geuze,5,1424,106,Brouwerij Van Honsebrouck,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Caulier Brune,"high fermentation, amber brown",6.8,339,259,De Proefbrouwerij for Caulier Developpement,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Flandrien,high fermentation,7,564,229,Brouwerij Louwaege,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Urthel Parlus Magnificum,dark brown,7.5,1595,129,Brouwerij De Leyerth,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Ename Tripel,"abbey, triple",8.5,537,291,Brouwerij Roman,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Mort Subite Witte Lambic,lambic,5,1076,358,Alken-Maes (Heineken),https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Kwibus Blond,"blonde, high fermentation",6.4,866,199,Brouwerij Danny,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Gordon Finest Copper,high fermentation,6.6,642,91,Group John Martin,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Petrus Dubbel Bruin,brown,6.5,1202,81,Brouwerij Bavik,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Kerelsbier Licht,label beer,6.4,827,257,Brouwerij Het Sas,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Westoek XX,high fermentation,8,1668,172,De Struise Brouwers,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Vlaamsche Leeuw Tripel,triple,8.5,1642,315,Brouwerij Van Steenberge for De Brouwerij van Vlaanderen,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Bière des Ours (Berenbier),honey,8.5,173,120,Brasserie La Binchoise,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Paus,local,8.5,1192,122,De Scheldebrouwerij for De Lelie,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Den Drupneuze,winter,8.5,473,107,Brouwerij Den Tseut,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Black Ghost,high fermentation,8,198,206,Brasserie Fantôme,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Cuvée Lambikstoemper,old geuze,7,425,237,Brouwerij Boon & De Lambikstoempers,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Cuvée Li Crochon,"high fermentation, brown",8.7,426,70,Brasserie Du Bocq,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Cuvée Mam'zelle,blonde,8.5,427,137,Brouwerij De Leite,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Cuvée René Oude Geuze,old geuze,5.5,428,233,Brouwerij Lindemans,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Cuvée René Oude Kriek,"fruit beer, lambic",6,429,233,Brouwerij Lindemans,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Brugs Beertje 25,amber,9,278,190,Brouwerij De Regenboog,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Mort Subite Oude Gueuze,old geuze,7,1070,358,Alken-Maes (Heineken),https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Wolf 7,blonde,7.4,1699,184,Brouwerij Lupus,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Abbaye d'Aulne Blonde des Pères 6,"abbey, blonde",6,8,306,Brasserie Val de Sambre,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Blonde,blonde,7,219,159,Brasserie de Bellevaux,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
