name,tags,alcohol,id,brewery_id,brewery_Name,image,Total Quantity,Remaining Quantity,Price
Slaapmutske Christmas,"high fermentation, christmas",7.4,1372,9,De Proefbrouwerij for Brouwerij Slaapmutske,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Witkap Pater Special,"high fermentation, amber",5.5,1691,30,Brouwerij Slagmuylder,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Guido,high fermentation,8,690,190,Brouwerij De Regenboog,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Napoleon,dark,7,1090,19,Affligem Brewery (Heineken),https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
La Poiluchette Brune,high fermentation,7.5,911,271,Brouwerij Huyghe,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Guldenberg,"dark blonde, abbey",8.5,693,313,Brouwerij De Ranke,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Liefmans Cuvée-Brut,fruit beer,6,967,20,Brouwerij Liefmans,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Liefmans Frambozenbier,fruit beer,5.4,968,20,Brouwerij Liefmans,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Kapittel Dubbel,brown,7.5,798,219,Brouwerij Van Eecke,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Jupiler New Tauro,low fermentation,6.2,786,1,Brasserie Piedboeuf (AB InBev),https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Belle-Vue Framboise,fruit beer,5.7,144,14,Brouwerij Belle-Vue (AB InBev),https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Goudster,,6,660,258,Brouwerij Anders for Verenigde Brouwers,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Floris Ninkeberry,fruit beer,3.6,583,271,Brouwerij Huyghe,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Malheur 8,blonde,8,1008,205,Brouwerij De Landtsheer,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Xenophon’s Wine,,11,1703,172,De Struise Brouwers,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
De Graal SloCK,copper,6.5,446,34,Brouwerij De Graal,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
t Smisje Halloween,high fermentation,10.5,1495,190,Brouwerij De Regenboog,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Couckelaerschen Doedel,high fermentation,6.5,395,2,Brouwerij Strubbe,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Stout Leroy,zoete stout,5,1452,257,Brouwerij Het Sas,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Palm Green,low alcohol,0.3,1166,302,Brouwerij Palm,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Watou Tripel,triple,7.5,1661,134,Brouwerij St. Bernardus,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Grimbergen Selection,"dark, double",7,675,358,Alken-Maes (Heineken),https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Abbaye de Saint-Martin Brune,abbey,8,18,349,Brasserie de Brunehaut,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Chapeau Banana,"fruit beer, lambic",3.5,355,303,Brouwerij De Troch,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Tongerlo Bruin,"high fermentation, abbey",6,1533,47,Brouwerij Haacht,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Forestinne Ambrosia,amber,7.5,593,112,Brasserie Caracole,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Margriet,label beer,6.5,1028,161,Brouwerij Het Anker,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Goud Vuur,"amber, triple",9,651,356,Brouwerij DijkWaert,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Gouden Arend 125,gold blonde,8.5,652,110,Brouwerij De Ryck,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Hop Verdomme IPA,IPA,7,743,200,Brouwerij Kerkom,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Kriekenbier,"fruit beer, low fermentation",4,861,296,Brouwerij Sint-Jozef,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Grisette Fruits des Bois,fruit beer,3.5,682,319,Brasserie St-Feuillien,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Dulle Griet,double,6.5,518,318,De Scheldebrouwerij,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Blonde de Noël,blonde,10,223,212,Brasserie Caulier,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Quintine Blonde,high fermentation,8,1261,12,Brasserie Ellezelloise,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Titje,"high fermentation, white",5,1528,87,Brasserie de Silly,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Abdis Tripel,triple,8.2,28,317,Brouwerij Riva,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Embrasse Special Edition,"high fermentation, oak aged",9,532,201,Brouwerij De Dochter van de Korenaar,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Cara Pils,pils,4.9,329,47,Brouwerij Haacht,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Potteloereke,brown,8,1240,346,Huisbrouwerij Sint-Canarus,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Jan van Oudenaarde,blonde,8,767,342,Brouwerij Slaapmutske,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Oude Kriek 3 Fonteinen,"lambic, kriek",6,1149,195,Geuzestekerij 3 Fonteinen,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Black Albert,belgian royal stout,13,191,154,De Struise Brouwers by Brouwerij Deca,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Klingse Kalsei,"high fermentation, local",8,839,241,Brouwerij Van Steenberge,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Saxo,high fermentation,8,1336,112,Brasserie Caracole,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Pater,local,6,1181,122,De Scheldebrouwerij for De Lelie,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
De Regenboog IJzer,,6,457,190,Brouwerij De Regenboog,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Coq Hardi,"low fermentation, blonde",5.5,386,47,Brouwerij Haacht,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
St. Louis Premium Framboise,fruit beer,2.8,1430,106,Brouwerij Van Honsebrouck,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
De Skieven Architek,high fermentation,10.5,458,241,Brouwerij Van Steenberge,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Zeezuiper,"gold blonde, triple",8,1710,318,De Scheldebrouwerij,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Kasteel Tripel,triple,11,809,106,Brouwerij Van Honsebrouck,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Speciale 1900,amber,5,1395,47,Brouwerij Haacht,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Oxymore,"amber, high fermentation",5,1157,202,Brasserie Oxymore,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Wildebok,"high fermentation, bockbier",6.5,1679,318,De Scheldebrouwerij,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Wilderen Goud,high fermentation,6.2,1680,69,Brouwerij Wilderen,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Joup,high fermentation,7.5,778,329,Brasserie Grain d'Orge,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Glutaner,gluten free pilsener,5.2,632,271,Brouwerij Huyghe,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Ultra Ambrée,"ale, amber, high fermentation",7,1584,66,Brasserie d'Ecaussinnes,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Plezir D Lux Blond,blonde aperitif,6.7,1228,262,Brouwerij Sint-Jozef commissioned by Zirvest Cvba,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Bière de la Bonde,triple,10,171,219,Brouwerij Van Eecke,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Mc Chouffe,dark,8,1033,253,Brasserie d'Achouffe (Duvel-Moortgat),https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Podge Oak Aged Stout,stout,11,1234,63,Brouwerij Alvinne,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Freaky Dark,lambic,3.8,607,63,Brouwerij Alvinne,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Bolivar Blond,blonde,7.5,238,152,Brouwerij Huyghe for Oxfam world shops,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Ultra Soif,"blonde, high fermentation",5,1586,66,Brasserie d'Ecaussinnes,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Leireken Lager Bio,"pils, organic",5.2,957,301,Brouwerij Strubbe for Guldenboot nv,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
St. Louis Premium Cassis,fruit beer,3.2,1428,106,Brouwerij Van Honsebrouck,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
St. Louis Premium Faro,faro,3.2,1429,106,Brouwerij Van Honsebrouck,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Neuzebier Tripel Bruin,dark triple,8,1104,270,Brouwerij Anders for brouwerij De Neus,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
N'Ice Chouffe,"dark, saison",10,1106,253,Brasserie d'Achouffe (Duvel-Moortgat),https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Den Herberg Bruin,brown,5.5,476,256,Brouwerij Den Herberg,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Dief Silver,"blonde, high fermentation",6.5,488,15,Brouwerij Engilsen,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Dikke Mathile,high fermentation,6,489,2,Brouwerij Strubbe,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Diôle,belgian ale,6.5,490,283,Brasserie des Carrières,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Grand Cru St-Feuillien Grand Cru,abbey,9.5,1416,138,Brasserie Saint Feuillien,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Zwet.be,stout,7,1735,290,De Proefbrouwerij for Geuzestekerij 3 Fonteinen,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Paternoster Dubbel,brown double,8,1188,89,Microbrewery Achilles in De Proefbrouwerij commissioned by Paters en Prinsen,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Postel Tripel,"blonde, triple, abbey",8.5,1239,19,Affligem Brewery (Heineken),https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Felix Kriekbier,kriek,5.2,556,86,Brouwerij Verhaeghe for Brouwerij Clarysse (bierfirma),https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Stoeren Bonk,amber,6.3,1450,241,Brouwerij Van Steenberge,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
t Schoenlappertje,blackcurrant,6.5,1483,318,De Scheldebrouwerij,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Eeuwige Liefde,strong dark,8.2,527,356,Brouwerij DijkWaert,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Ename Blond,"abbey, high fermentation",6.5,533,291,Brouwerij Roman,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Dominus Dubbel,abbey,6.5,495,91,Group John Martin,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Dentergems Wit,white,5,483,161,Brouwerij Het Anker,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Westvleteren Twaalf,trappist,10.2,1672,221,Sint-Sixtusabdij van Westvleteren,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
La Saison des Chasses Blonde,saison,6,923,224,Brasserie de Bouillon,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Kriek Mariage Parfait,lambic,8,859,348,Brouwerij Boon,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Ename Cuvée 974,high fermentation,7,534,291,Brouwerij Roman,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Ename Cuvée Rouge,high fermentation,7,535,291,Brouwerij Roman,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Nondedju,triple,10.7,1112,218,’t Hofbrouwerijke for Montaigu,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
De Eycken Balthazar,dark brown,9,441,63,Brouwerij Alvinne,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Regal Christmas,brown,8.1,1270,70,Brasserie Du Bocq,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Nen Kerstbal,christmas,8,1100,27,for bierfirma Vacas,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Gruut Amber,amber,6.6,685,26,Stadsbrouwerij Gruut,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Pauwel Kwak,special,8.4,1193,155,Brouwerij Bosteels,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
t Smisje Bananenbier,fruit beer,6,1485,190,Brouwerij De Regenboog,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Triest Kriek,"white, fruit beer",5.2,1552,10,Microbrewery Den Triest,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Triest Tripel,"high fermentation, triple",7.5,1553,10,Microbrewery Den Triest,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Timmermans Pêche Lambic,fruit beer,4,1524,350,Brouwerij Timmermans,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Timmermans Strawberry Lambic,fruit beer,4,1525,350,Brouwerij Timmermans,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Leffe Tripel,"triple, abbey",8.4,952,216,AB InBev,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Druïde Grand Q,"triple, blonde",8.5,511,327,De Proefbrouwerij for Brouwerij Druïde,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
La Penneffoise,fruit beer,8,908,66,Brasserie d'Ecaussinnes,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Den Bras,brown,7.5,472,107,Brouwerij Den Tseut,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Grimbergen Dubbel,high fermentation,6.5,672,358,Alken-Maes (Heineken),https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Living Tripel,triple,9,983,133,De Proefbrouwerij,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Hof ten Dormaal Amber,high fermentation,7.5,723,163,Brouwerij Hof ten Dormaal,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Briekebakker,triple,8.7,265,63,Brouwerij Alvinne,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Opitter,export,,1133,296,Brouwerij Sint-Jozef,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Pils de Brabant,pils,4.9,1220,91,Group John Martin,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
La Blanche des Saisis,white,6.2,885,12,Brasserie Ellezelloise,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
La Fumette,"high fermentation, Rauchbier",6.5,895,340,Brasserie Millevertus,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Lousberg,triple,8,992,28,De Proefbrouwerij for Het Hinkelspel,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Tripel Kanunnik,triple,8.2,1556,293,Brouwerij en stokerij Wilderen,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Delirium Red,fruit beer,8.5,468,271,Brouwerij Huyghe,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Druïde Bruin,ruby,6.5,510,327,De Proefbrouwerij for Brouwerij Druïde,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Oud Zottegems Bier,high fermentation,6.5,1141,2,Brouwerij Strubbe,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Struise Witte,high fermentation,5,1464,154,De Struise Brouwers by Brouwerij Deca,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Cesar,triple,8.5,351,241,Brouwerij Van Steenberge,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Pannepeut,high fermentation,10,1177,154,De Struise Brouwers by Brouwerij Deca,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Bosprotter,triple,8.5,257,96,t Hofbrouwerijke,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Delhaize Tafelbier Blond,table beer,1.5,463,1,Brasserie Piedboeuf (AB InBev),https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Zwarte Piet,top fermentation,8,1731,171,Zennebrouwerij,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
La Vermontoise,saison,6,935,332,Brasserie de Blaugies,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Trappieter,amber,6.5,1548,139,De Proefbrouwerij for Bierfirma Trappieter,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Zonderik 100,"blonde, high fermentation",7,1721,278,De Proefbrouwerij for Zonderik Beer Company,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Gauloise Brune,brown,8.1,615,70,Brasserie Du Bocq,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Delhaize Christmas,label beer,9,462,19,Affligem Brewery (Heineken),https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Gruut Blond,blonde,5.5,686,26,Stadsbrouwerij Gruut,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Cookie Beer,special,8,385,66,Brasserie d'Ecaussinnes,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Tumulus Magna,wheat,9,1576,151,De Proefbrouwerij commissioned by De Kale Ridders,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
St. Bernardus Christmas Ale,christmas,10,1402,134,Brouwerij St. Bernardus,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
La Mère Vertus,triple,7,902,340,Brasserie Millevertus,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Gandavum Dry Hopping,blonde,7.5,611,77,De Proefbrouwerij for Het Waterhuis aan de bierkant,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Abbaye d'Aulne Val de Sambre,"abbey, amber",6.4,13,306,Brasserie Val de Sambre,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Abbaye de Bonne-Espérance,abbey,7.8,14,147,Brouwerij Lefebvre,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Sur-les-Bois Ambrée,high fermentation,8,1473,117,Brasserie La Botteresse de Sur-les-Bois,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Keizersberg,abbey,9,821,241,Brouwerij Van Steenberge,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Big Bavik,blonde,5,177,81,Brouwerij Bavik,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Christmas Verhaeghe,"high fermentation, christmas",7.2,374,64,Brouwerij Verhaeghe,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Bière du Corsaire Cuvée Spéciale,strong blonde,9.4,174,271,Brouwerij Huyghe,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Brussels Perzik,fruit beer,4,294,241,Brouwerij Van Steenberge,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Black Damnation IV (Coffée Club),russian imperial stout,13,195,154,De Struise Brouwers by Brouwerij Deca,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Eerwaarde Pater,Waestvlaams red brown,9,525,227,Brouwerij Het Alternatief by Brouwerij De Graal or Brouwerij Alvinne,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Gildenbier,"high fermentation, brown",7,630,47,Brouwerij Haacht,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Satan Gold,"blonde, high fermentation",8,1334,354,Brouwerij De Block,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Framboise Oud Beersel,"lambic, fruit beer",5,603,208,Brouwerij Oud Beersel,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Frasnoise Givrée,amber,6.3,604,308,Brasserie La Frasnoise,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Frasnoise Rétro,amber,6.3,605,308,Brasserie La Frasnoise,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Freaky,Brown ale,3.8,606,63,Brouwerij Alvinne,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
St. Louis Kriek Lambic,kriek,4.5,1426,106,Brouwerij Van Honsebrouck,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
t Smisje Dubbel,high fermentation,9,1491,190,Brouwerij De Regenboog,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
St. Feuillien Blonde,abbey,7.5,1414,319,Brasserie St-Feuillien,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Alvino Bourgogne Barrel OA,"fruit beer, oak aged",5.5,60,63,Brouwerij Alvinne,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Belgoo Magus,blonde,6.6,138,307,Brouwerij Belgoobeer by Brasserie La Binchoise,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
